Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1677702788,2023-03-01T20:33:08Z,N128MA,"42.583706,-71.815132",3525,90,261
1677702791,2023-03-01T20:33:11Z,N128MA,"42.583473,-71.816864",3525,91,261
1677702794,2023-03-01T20:33:14Z,N128MA,"42.583282,-71.818626",3550,91,260
1677702796,2023-03-01T20:33:16Z,N128MA,"42.583149,-71.819923",3550,91,260
1677702799,2023-03-01T20:33:19Z,N128MA,"42.58287,-71.821869",3575,89,259
1677702803,2023-03-01T20:33:23Z,N128MA,"42.582634,-71.823441",3575,90,257
1677702806,2023-03-01T20:33:26Z,N128MA,"42.58231,-71.825226",3550,91,256
1677702809,2023-03-01T20:33:29Z,N128MA,"42.581985,-71.826889",3525,92,255
1677702812,2023-03-01T20:33:32Z,N128MA,"42.581657,-71.828613",3525,94,254
1677702815,2023-03-01T20:33:35Z,N128MA,"42.581223,-71.83036",3525,94,252
1677702818,2023-03-01T20:33:38Z,N128MA,"42.580818,-71.832001",3525,92,250
1677702821,2023-03-01T20:33:41Z,N128MA,"42.580402,-71.833595",3550,90,249
1677702824,2023-03-01T20:33:44Z,N128MA,"42.579941,-71.835167",3575,86,247
1677702827,2023-03-01T20:33:47Z,N128MA,"42.579437,-71.836731",3600,86,246
1677702830,2023-03-01T20:33:50Z,N128MA,"42.579006,-71.838066",3600,87,246
1677702833,2023-03-01T20:33:53Z,N128MA,"42.578568,-71.839348",3550,89,246
1677702836,2023-03-01T20:33:56Z,N128MA,"42.57798,-71.841194",3550,91,245
1677702839,2023-03-01T20:33:59Z,N128MA,"42.577423,-71.842857",3550,92,245
1677702842,2023-03-01T20:34:02Z,N128MA,"42.576908,-71.84433",3550,93,244
1677702845,2023-03-01T20:34:05Z,N128MA,"42.576324,-71.84597",3575,93,244
1677702848,2023-03-01T20:34:08Z,N128MA,"42.575775,-71.847527",3600,92,244
1677702851,2023-03-01T20:34:11Z,N128MA,"42.575142,-71.849243",3600,93,243
1677702854,2023-03-01T20:34:14Z,N128MA,"42.574581,-71.850716",3575,94,242
1677702857,2023-03-01T20:34:17Z,N128MA,"42.573883,-71.85244",3550,96,241
1677702860,2023-03-01T20:34:20Z,N128MA,"42.573326,-71.853844",3550,98,241
1677702866,2023-03-01T20:34:26Z,N128MA,"42.572021,-71.857201",3525,99,242
1677702872,2023-03-01T20:34:32Z,N128MA,"42.570766,-71.860611",3475,103,244
1677702877,2023-03-01T20:34:37Z,N128MA,"42.569599,-71.863937",3450,103,245
1677702884,2023-03-01T20:34:44Z,N128MA,"42.568314,-71.867691",3475,99,244
1677702890,2023-03-01T20:34:50Z,N128MA,"42.566994,-71.871216",3450,102,241
1677702896,2023-03-01T20:34:56Z,N128MA,"42.565613,-71.87468",3400,102,241
1677702902,2023-03-01T20:35:02Z,N128MA,"42.564331,-71.8778",3425,99,241
1677702908,2023-03-01T20:35:08Z,N128MA,"42.562866,-71.881294",3375,103,239
1677702909,2023-03-01T20:35:09Z,N128MA,"42.56271,-71.881561",3375,103,239
1677702916,2023-03-01T20:35:16Z,N128MA,"42.560711,-71.885651",3350,100,230
1677702922,2023-03-01T20:35:22Z,N128MA,"42.559128,-71.887566",3375,90,215
1677702929,2023-03-01T20:35:29Z,N128MA,"42.556366,-71.88916",3425,83,196
1677702933,2023-03-01T20:35:33Z,N128MA,"42.554718,-71.889412",3400,87,185
1677702939,2023-03-01T20:35:39Z,N128MA,"42.552475,-71.889603",3400,89,183
1677702943,2023-03-01T20:35:43Z,N128MA,"42.550655,-71.88961",3400,88,178
1677702949,2023-03-01T20:35:49Z,N128MA,"42.548325,-71.889488",3400,90,179
1677702953,2023-03-01T20:35:53Z,N128MA,"42.546707,-71.889725",3400,90,192
1677702956,2023-03-01T20:35:56Z,N128MA,"42.545242,-71.890411",3400,89,198
1677702965,2023-03-01T20:36:05Z,N128MA,"42.542088,-71.892105",3425,84,192
1677702970,2023-03-01T20:36:10Z,N128MA,"42.539948,-71.892487",3425,85,187
1677702972,2023-03-01T20:36:12Z,N128MA,"42.539341,-71.892548",3425,86,187
1677702976,2023-03-01T20:36:16Z,N128MA,"42.537598,-71.892906",3425,88,188
1677702981,2023-03-01T20:36:21Z,N128MA,"42.535572,-71.893257",3400,88,188
1677702996,2023-03-01T20:36:36Z,N128MA,"42.529518,-71.89447",3450,88,199
1677703001,2023-03-01T20:36:41Z,N128MA,"42.527565,-71.895683",3425,93,208
1677703006,2023-03-01T20:36:46Z,N128MA,"42.525703,-71.897408",3425,94,214
1677703012,2023-03-01T20:36:52Z,N128MA,"42.523865,-71.899399",3450,90,222
1677703017,2023-03-01T20:36:57Z,N128MA,"42.522446,-71.901398",3500,87,230
1677703022,2023-03-01T20:37:02Z,N128MA,"42.521046,-71.903923",3475,90,233
1677703027,2023-03-01T20:37:07Z,N128MA,"42.519791,-71.906158",3450,93,232
1677703033,2023-03-01T20:37:13Z,N128MA,"42.51844,-71.908455",3425,93,231
1677703034,2023-03-01T20:37:14Z,N128MA,"42.517868,-71.909447",3425,94,230
1677703045,2023-03-01T20:37:25Z,N128MA,"42.514717,-71.914139",3400,91,225
1677703051,2023-03-01T20:37:31Z,N128MA,"42.513153,-71.916252",3400,90,224
1677703055,2023-03-01T20:37:35Z,N128MA,"42.511734,-71.917999",3425,89,221
1677703061,2023-03-01T20:37:41Z,N128MA,"42.509903,-71.920189",3425,87,224
1677703071,2023-03-01T20:37:51Z,N128MA,"42.507454,-71.924492",3400,88,233
1677703075,2023-03-01T20:37:55Z,N128MA,"42.506523,-71.926338",3400,87,236
1677703080,2023-03-01T20:38:00Z,N128MA,"42.505497,-71.928452",3425,87,236
1677703084,2023-03-01T20:38:04Z,N128MA,"42.504379,-71.930618",3425,88,235
1677703092,2023-03-01T20:38:12Z,N128MA,"42.502518,-71.934006",3425,91,234
1677703094,2023-03-01T20:38:14Z,N128MA,"42.50238,-71.934326",3425,93,237
1677703102,2023-03-01T20:38:22Z,N128MA,"42.500237,-71.939117",3450,93,238
1677703113,2023-03-01T20:38:33Z,N128MA,"42.497631,-71.944992",3400,101,238
1677703119,2023-03-01T20:38:39Z,N128MA,"42.496353,-71.947838",3425,97,239
1677703129,2023-03-01T20:38:49Z,N128MA,"42.493675,-71.953484",3400,100,235
1677703135,2023-03-01T20:38:55Z,N128MA,"42.492188,-71.956451",3400,98,236
1677703146,2023-03-01T20:39:06Z,N128MA,"42.489349,-71.961823",3375,95,233
1677703150,2023-03-01T20:39:10Z,N128MA,"42.488274,-71.963837",3400,91,233
1677703159,2023-03-01T20:39:19Z,N128MA,"42.486088,-71.967728",3375,91,231
1677703162,2023-03-01T20:39:22Z,N128MA,"42.485092,-71.969254",3375,90,229
1677703168,2023-03-01T20:39:28Z,N128MA,"42.483444,-71.971748",3400,87,226
1677703172,2023-03-01T20:39:32Z,N128MA,"42.482639,-71.972908",3425,88,227
1677703178,2023-03-01T20:39:38Z,N128MA,"42.480698,-71.975746",3425,85,227
1677703182,2023-03-01T20:39:42Z,N128MA,"42.480034,-71.976738",3425,88,227
1677703188,2023-03-01T20:39:48Z,N128MA,"42.478031,-71.979614",3400,89,225
1677703199,2023-03-01T20:39:59Z,N128MA,"42.474869,-71.983826",3425,88,224
1677703209,2023-03-01T20:40:09Z,N128MA,"42.471771,-71.987976",3450,87,224
1677703217,2023-03-01T20:40:17Z,N128MA,"42.469513,-71.990723",3425,87,221
1677703222,2023-03-01T20:40:22Z,N128MA,"42.467793,-71.992767",3425,88,221
1677703233,2023-03-01T20:40:33Z,N128MA,"42.464813,-71.996536",3475,82,223
1677703243,2023-03-01T20:40:43Z,N128MA,"42.461975,-72.000397",3475,83,226
1677703250,2023-03-01T20:40:50Z,N128MA,"42.460342,-72.00267",3475,82,222
1677703254,2023-03-01T20:40:54Z,N128MA,"42.458771,-72.00396",3525,79,212
1677703258,2023-03-01T20:40:58Z,N128MA,"42.457443,-72.004395",3575,77,188
1677703261,2023-03-01T20:41:01Z,N128MA,"42.457085,-72.004456",3575,78,182
1677703264,2023-03-01T20:41:04Z,N128MA,"42.455315,-72.004143",3575,81,168
1677703268,2023-03-01T20:41:08Z,N128MA,"42.45406,-72.003693",3625,82,164
1677703273,2023-03-01T20:41:13Z,N128MA,"42.452499,-72.003334",3650,82,175
1677703276,2023-03-01T20:41:16Z,N128MA,"42.450615,-72.003502",3625,84,193
1677703280,2023-03-01T20:41:20Z,N128MA,"42.44968,-72.004013",3600,87,205
1677703282,2023-03-01T20:41:22Z,N128MA,"42.448471,-72.005142",3550,91,218
1677703284,2023-03-01T20:41:24Z,N128MA,"42.447968,-72.005768",3525,92,224
1677703289,2023-03-01T20:41:29Z,N128MA,"42.447029,-72.007523",3525,95,240
1677703291,2023-03-01T20:41:31Z,N128MA,"42.446423,-72.009506",3500,95,244
1677703297,2023-03-01T20:41:37Z,N128MA,"42.446136,-72.011139",3475,98,261
1677703301,2023-03-01T20:41:41Z,N128MA,"42.44619,-72.015442",3475,100,273
1677703305,2023-03-01T20:41:45Z,N128MA,"42.446285,-72.018188",3475,99,273
1677703312,2023-03-01T20:41:52Z,N128MA,"42.446518,-72.022217",3475,98,274
1677703313,2023-03-01T20:41:53Z,N128MA,"42.446564,-72.022858",3475,98,274
1677703318,2023-03-01T20:41:58Z,N128MA,"42.447098,-72.025803",3475,102,290
1677703321,2023-03-01T20:42:01Z,N128MA,"42.447868,-72.02739",3475,107,310
1677703327,2023-03-01T20:42:07Z,N128MA,"42.451035,-72.02874",3475,116,358
1677703329,2023-03-01T20:42:09Z,N128MA,"42.452042,-72.028366",3475,117,17
1677703345,2023-03-01T20:42:25Z,N128MA,"42.452709,-72.019852",3425,96,145
1677703349,2023-03-01T20:42:29Z,N128MA,"42.451172,-72.019402",3425,90,182
1677703352,2023-03-01T20:42:32Z,N128MA,"42.449963,-72.019913",3400,90,196
1677703352,2023-03-01T20:42:32Z,N128MA,"42.44968,-72.020172",3400,90,196
1677703357,2023-03-01T20:42:37Z,N128MA,"42.448654,-72.02256",3375,97,245
1677703360,2023-03-01T20:42:40Z,N128MA,"42.448608,-72.022812",3375,101,264
1677703366,2023-03-01T20:42:46Z,N128MA,"42.448612,-72.028412",3400,103,272
1677703371,2023-03-01T20:42:51Z,N128MA,"42.448746,-72.031548",3425,102,272
1677703376,2023-03-01T20:42:56Z,N128MA,"42.448845,-72.033905",3450,102,273
1677703380,2023-03-01T20:43:00Z,N128MA,"42.449032,-72.037354",3450,102,273
1677703386,2023-03-01T20:43:06Z,N128MA,"42.449112,-72.038414",3450,102,276
1677703396,2023-03-01T20:43:16Z,N128MA,"42.450008,-72.047256",3425,106,282
1677703400,2023-03-01T20:43:20Z,N128MA,"42.450428,-72.048912",3425,109,297
1677703403,2023-03-01T20:43:23Z,N128MA,"42.451637,-72.051598",3425,113,308
1677703406,2023-03-01T20:43:26Z,N128MA,"42.451813,-72.051895",3425,116,321
1677703412,2023-03-01T20:43:32Z,N128MA,"42.454571,-72.054405",3350,121,337
1677703417,2023-03-01T20:43:37Z,N128MA,"42.457874,-72.056198",3350,122,338
1677703424,2023-03-01T20:43:44Z,N128MA,"42.46188,-72.058685",3375,112,325
1677703427,2023-03-01T20:43:47Z,N128MA,"42.462856,-72.060089",3425,107,318
1677703433,2023-03-01T20:43:53Z,N128MA,"42.46323,-72.063477",3475,86,260
1677703436,2023-03-01T20:43:56Z,N128MA,"42.46257,-72.064697",3475,79,226
1677703439,2023-03-01T20:43:59Z,N128MA,"42.461609,-72.065315",3500,78,203
1677703442,2023-03-01T20:44:02Z,N128MA,"42.46051,-72.065193",3525,80,169
1677703445,2023-03-01T20:44:05Z,N128MA,"42.459553,-72.064438",3525,86,138
1677703448,2023-03-01T20:44:08Z,N128MA,"42.458908,-72.063194",3550,92,116
1677703451,2023-03-01T20:44:11Z,N128MA,"42.458588,-72.061325",3575,99,98
1677703454,2023-03-01T20:44:14Z,N128MA,"42.458633,-72.059639",3575,106,80
1677703457,2023-03-01T20:44:17Z,N128MA,"42.459229,-72.057518",3575,111,60
1677703459,2023-03-01T20:44:19Z,N128MA,"42.460144,-72.055954",3600,112,50
1677703463,2023-03-01T20:44:23Z,N128MA,"42.461601,-72.054474",3625,112,29
1677703466,2023-03-01T20:44:26Z,N128MA,"42.463043,-72.053703",3625,112,19
1677703469,2023-03-01T20:44:29Z,N128MA,"42.464401,-72.053337",3625,111,10
1677703472,2023-03-01T20:44:32Z,N128MA,"42.466187,-72.053268",3650,110,355
1677703475,2023-03-01T20:44:35Z,N128MA,"42.467514,-72.053772",3675,107,343
1677703478,2023-03-01T20:44:38Z,N128MA,"42.468796,-72.054459",3675,107,337
1677703481,2023-03-01T20:44:41Z,N128MA,"42.470123,-72.055206",3650,109,335
1677703484,2023-03-01T20:44:44Z,N128MA,"42.471748,-72.056259",3625,111,335
1677703487,2023-03-01T20:44:47Z,N128MA,"42.473099,-72.057076",3600,113,335
1677703490,2023-03-01T20:44:50Z,N128MA,"42.474586,-72.058052",3575,114,334
1677703493,2023-03-01T20:44:53Z,N128MA,"42.475891,-72.05883",3550,114,334
1677703496,2023-03-01T20:44:56Z,N128MA,"42.477539,-72.059952",3525,115,333
1677703499,2023-03-01T20:44:59Z,N128MA,"42.478729,-72.06073",3525,115,332
1677703502,2023-03-01T20:45:02Z,N128MA,"42.480362,-72.061882",3525,115,332
1677703505,2023-03-01T20:45:05Z,N128MA,"42.481758,-72.062965",3525,115,331
1677703507,2023-03-01T20:45:07Z,N128MA,"42.482895,-72.06382",3525,114,330
1677703511,2023-03-01T20:45:11Z,N128MA,"42.484543,-72.065132",3525,113,327
1677703514,2023-03-01T20:45:14Z,N128MA,"42.485714,-72.066353",3550,111,324
1677703517,2023-03-01T20:45:17Z,N128MA,"42.486649,-72.067444",3550,106,314
1677703520,2023-03-01T20:45:20Z,N128MA,"42.487564,-72.068817",3575,101,305
1677703523,2023-03-01T20:45:23Z,N128MA,"42.488388,-72.070877",3600,95,294
1677703526,2023-03-01T20:45:26Z,N128MA,"42.488739,-72.072487",3600,91,283
1677703529,2023-03-01T20:45:29Z,N128MA,"42.488785,-72.07402",3600,88,273
1677703532,2023-03-01T20:45:32Z,N128MA,"42.488693,-72.074974",3600,86,259
1677703535,2023-03-01T20:45:35Z,N128MA,"42.488369,-72.077278",3600,89,260
1677703538,2023-03-01T20:45:38Z,N128MA,"42.488182,-72.078934",3575,90,260
1677703541,2023-03-01T20:45:41Z,N128MA,"42.488022,-72.080551",3575,91,261
1677703544,2023-03-01T20:45:44Z,N128MA,"42.487808,-72.082382",3575,91,262
1677703547,2023-03-01T20:45:47Z,N128MA,"42.487717,-72.083664",3550,92,264
1677703550,2023-03-01T20:45:50Z,N128MA,"42.487576,-72.085831",3550,92,266
1677703553,2023-03-01T20:45:53Z,N128MA,"42.48753,-72.087364",3550,92,268
1677703556,2023-03-01T20:45:56Z,N128MA,"42.487518,-72.089348",3550,91,269
1677703562,2023-03-01T20:46:02Z,N128MA,"42.487564,-72.09285",3550,91,271
1677703565,2023-03-01T20:46:05Z,N128MA,"42.487576,-72.094521",3550,92,271
1677703568,2023-03-01T20:46:08Z,N128MA,"42.487621,-72.095993",3550,92,273
1677703571,2023-03-01T20:46:11Z,N128MA,"42.487808,-72.097969",3550,93,279
1677703574,2023-03-01T20:46:14Z,N128MA,"42.488068,-72.099648",3550,95,285
1677703577,2023-03-01T20:46:17Z,N128MA,"42.488663,-72.101151",3550,100,304
1677703580,2023-03-01T20:46:20Z,N128MA,"42.48967,-72.102524",3550,106,321
1677703583,2023-03-01T20:46:23Z,N128MA,"42.491135,-72.103271",3500,114,349
1677703586,2023-03-01T20:46:26Z,N128MA,"42.492744,-72.103081",3475,119,11
1677703589,2023-03-01T20:46:29Z,N128MA,"42.494186,-72.102119",3450,120,36
1677703592,2023-03-01T20:46:32Z,N128MA,"42.495392,-72.100151",3450,117,50
1677703595,2023-03-01T20:46:35Z,N128MA,"42.495861,-72.098228",3450,112,77
1677703598,2023-03-01T20:46:38Z,N128MA,"42.495804,-72.096405",3425,110,92
1677703601,2023-03-01T20:46:41Z,N128MA,"42.495026,-72.094391",3400,100,128
1677703604,2023-03-01T20:46:44Z,N128MA,"42.49411,-72.093597",3400,94,151
1677703607,2023-03-01T20:46:47Z,N128MA,"42.49279,-72.093437",3400,89,188
1677703610,2023-03-01T20:46:50Z,N128MA,"42.491592,-72.094284",3400,89,218
1677703613,2023-03-01T20:46:53Z,N128MA,"42.490929,-72.095795",3375,93,247
1677703616,2023-03-01T20:46:56Z,N128MA,"42.490833,-72.097328",3350,99,270
1677703619,2023-03-01T20:46:59Z,N128MA,"42.491207,-72.099373",3350,104,287
1677703622,2023-03-01T20:47:02Z,N128MA,"42.491905,-72.101227",3350,104,297
1677703625,2023-03-01T20:47:05Z,N128MA,"42.492462,-72.102646",3375,102,299
1677703628,2023-03-01T20:47:08Z,N128MA,"42.493149,-72.104332",3400,102,299
1677703631,2023-03-01T20:47:11Z,N128MA,"42.493927,-72.10614",3400,102,299
1677703634,2023-03-01T20:47:14Z,N128MA,"42.494698,-72.107933",3400,102,299
1677703637,2023-03-01T20:47:17Z,N128MA,"42.49535,-72.109406",3400,102,301
1677703640,2023-03-01T20:47:20Z,N128MA,"42.496189,-72.111259",3450,101,302
1677703643,2023-03-01T20:47:23Z,N128MA,"42.496902,-72.112823",3450,101,304
1677703646,2023-03-01T20:47:26Z,N128MA,"42.497681,-72.114258",3475,101,305
1677703649,2023-03-01T20:47:29Z,N128MA,"42.498421,-72.115662",3500,101,305
1677703652,2023-03-01T20:47:32Z,N128MA,"42.499401,-72.117516",3525,102,304
1677703655,2023-03-01T20:47:35Z,N128MA,"42.500153,-72.119064",3550,102,304
1677703658,2023-03-01T20:47:38Z,N128MA,"42.500889,-72.120514",3550,104,305
1677703661,2023-03-01T20:47:41Z,N128MA,"42.501755,-72.122185",3575,104,305
1677703667,2023-03-01T20:47:47Z,N128MA,"42.503357,-72.125374",3650,98,302
1677703670,2023-03-01T20:47:50Z,N128MA,"42.503998,-72.126869",3675,95,299
1677703673,2023-03-01T20:47:53Z,N128MA,"42.504662,-72.128563",3700,92,296
1677703676,2023-03-01T20:47:56Z,N128MA,"42.505127,-72.130035",3725,89,289
1677703679,2023-03-01T20:47:59Z,N128MA,"42.50536,-72.13163",3750,85,278
1677703682,2023-03-01T20:48:02Z,N128MA,"42.50528,-72.13311",3750,80,259
1677703685,2023-03-01T20:48:05Z,N128MA,"42.504799,-72.134377",3750,77,238
1677703688,2023-03-01T20:48:08Z,N128MA,"42.503998,-72.135353",3725,78,215
1677703691,2023-03-01T20:48:11Z,N128MA,"42.502945,-72.13604",3725,78,202
1677703694,2023-03-01T20:48:14Z,N128MA,"42.501915,-72.13636",3725,78,189
1677703697,2023-03-01T20:48:17Z,N128MA,"42.500843,-72.136421",3750,76,178
1677703700,2023-03-01T20:48:20Z,N128MA,"42.499878,-72.136292",3800,73,170
1677703703,2023-03-01T20:48:23Z,N128MA,"42.498871,-72.135918",3825,73,162
1677703706,2023-03-01T20:48:26Z,N128MA,"42.497955,-72.135338",3825,78,148
1677703710,2023-03-01T20:48:30Z,N128MA,"42.496841,-72.134125",3800,87,138
1677703713,2023-03-01T20:48:33Z,N128MA,"42.495956,-72.132912",3775,94,131
1677703715,2023-03-01T20:48:35Z,N128MA,"42.495163,-72.131546",3775,95,126
1677703718,2023-03-01T20:48:38Z,N128MA,"42.49456,-72.130035",3800,93,116
1677703722,2023-03-01T20:48:42Z,N128MA,"42.494095,-72.128311",3825,93,114
1677703724,2023-03-01T20:48:44Z,N128MA,"42.493973,-72.126617",3825,95,93
1677703727,2023-03-01T20:48:47Z,N128MA,"42.494064,-72.125122",3825,99,83
1677703731,2023-03-01T20:48:51Z,N128MA,"42.494419,-72.123009",3800,106,73
1677703733,2023-03-01T20:48:53Z,N128MA,"42.494976,-72.120964",3775,111,70
1677703736,2023-03-01T20:48:56Z,N128MA,"42.495396,-72.11937",3725,116,69
1677703740,2023-03-01T20:49:00Z,N128MA,"42.496094,-72.116875",3700,119,69
1677703743,2023-03-01T20:49:03Z,N128MA,"42.496674,-72.114693",3675,119,69
1677703745,2023-03-01T20:49:05Z,N128MA,"42.497211,-72.112663",3700,117,70
1677703749,2023-03-01T20:49:09Z,N128MA,"42.497818,-72.110428",3700,116,69
1677703752,2023-03-01T20:49:12Z,N128MA,"42.498367,-72.108391",3750,114,69
1677703754,2023-03-01T20:49:14Z,N128MA,"42.49884,-72.10672",3775,112,69
1677703757,2023-03-01T20:49:17Z,N128MA,"42.499447,-72.104614",3800,112,68
1677703760,2023-03-01T20:49:20Z,N128MA,"42.500061,-72.102707",3800,115,66
1677703766,2023-03-01T20:49:26Z,N128MA,"42.501354,-72.09861",3750,120,67
1677703773,2023-03-01T20:49:33Z,N128MA,"42.502705,-72.094139",3725,123,68
1677703779,2023-03-01T20:49:39Z,N128MA,"42.503914,-72.08979",3700,126,69
1677703785,2023-03-01T20:49:45Z,N128MA,"42.505051,-72.085297",3675,126,71
1677703791,2023-03-01T20:49:51Z,N128MA,"42.506058,-72.080917",3650,122,72
1677703793,2023-03-01T20:49:53Z,N128MA,"42.506561,-72.078865",3650,121,72
1677703800,2023-03-01T20:50:00Z,N128MA,"42.507641,-72.074402",3600,124,71
1677703805,2023-03-01T20:50:05Z,N128MA,"42.508804,-72.069878",3575,123,69
1677703809,2023-03-01T20:50:09Z,N128MA,"42.509361,-72.068138",3600,119,63
1677703812,2023-03-01T20:50:12Z,N128MA,"42.510292,-72.066032",3625,117,56
1677703815,2023-03-01T20:50:15Z,N128MA,"42.511505,-72.064255",3650,118,42
1677703818,2023-03-01T20:50:18Z,N128MA,"42.512878,-72.062881",3625,120,32
1677703820,2023-03-01T20:50:20Z,N128MA,"42.513748,-72.062263",3575,125,22
1677703824,2023-03-01T20:50:24Z,N128MA,"42.515991,-72.061134",3550,127,18
1677703827,2023-03-01T20:50:27Z,N128MA,"42.517136,-72.06076",3550,126,12
1677703829,2023-03-01T20:50:29Z,N128MA,"42.51915,-72.060204",3550,123,9
1677703832,2023-03-01T20:50:32Z,N128MA,"42.520767,-72.059967",3575,121,6
1677703836,2023-03-01T20:50:36Z,N128MA,"42.522766,-72.059761",3575,121,3
1677703838,2023-03-01T20:50:38Z,N128MA,"42.52446,-72.059578",3550,122,3
1677703842,2023-03-01T20:50:42Z,N128MA,"42.526352,-72.059456",3500,125,3
1677703844,2023-03-01T20:50:44Z,N128MA,"42.527752,-72.059326",3475,126,3
1677703847,2023-03-01T20:50:47Z,N128MA,"42.52924,-72.059196",3475,127,3
1677703851,2023-03-01T20:50:51Z,N128MA,"42.530869,-72.059074",3450,126,3
1677703854,2023-03-01T20:50:54Z,N128MA,"42.533291,-72.058876",3475,121,2
1677703857,2023-03-01T20:50:57Z,N128MA,"42.534824,-72.058815",3500,119,2
1677703860,2023-03-01T20:51:00Z,N128MA,"42.536549,-72.058754",3525,115,1
